input,output,se_order
"bersih . nyaman . adem , recomended .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> bersih ; <extra_id_2> NULL <extra_id_3> nyaman ; <extra_id_4> NULL <extra_id_5> adem ; <extra_id_6> NULL <extra_id_7> recomended,ao
"ada mins dan plusnya . minspelayanannya lambat , bedcovernya ada titik titik noda/gak bersih , di janjikan bakal di antarkan snack tetapi sampai chekout tidak ada . plus sarapannya enak , fasilitas lengkap .| aspek : <extra_id_0>",<extra_id_0> minspelayanannya ; <extra_id_1> bedcovernya ; <extra_id_2> sarapannya ; <extra_id_3> fasilitas,a
"desain nya keren dan unik , pelayanan ramah .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> desain nya <extra_id_1> positive ; <extra_id_2> pelayanan <extra_id_3> positive,as
"tidak ada wifi di kamar . tidak ada air panas .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> wifi <extra_id_1> tidak ada <extra_id_2> negative ; <extra_id_3> air panas <extra_id_4> tidak ada <extra_id_5> negative,aos
"ramah , sopan , respons cepat dan dekat dari tempat acara . terima kasih airy .| aspek : <extra_id_0>",<extra_id_0> respons ; <extra_id_1> NULL,a
langit langit kamar mandi bocor perlu perbaikan . wifi tidak terjangkau . kayu pada pintu dan jendela sudah ok dengan air jadi aroma kamar jadi lembab . binatang seperti semut pemakan kayu sering muncul dan merek besar besar . saya mungkin akan cari tempat lain bila ke bali lagi .| opini : <extra_id_0>,<extra_id_0> bocor ; <extra_id_1> tidak terjangkau ; <extra_id_2> lembab,o
"ramah , bagus murah , sarapan kurang mntap .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> sarapan <extra_id_1> kurang mntap ; <extra_id_2> NULL <extra_id_3> ramah ; <extra_id_4> NULL <extra_id_5> bagus ; <extra_id_6> NULL <extra_id_7> murah,ao
"tempat masih bisa dijangkau dari pusat kota . dekat dengan fast food . kamar baik , hanya toiletnya sempit .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> toiletnya <extra_id_3> negative,as
"karena tidak bisa refund atau reschedule .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",NULL,aos
"kamar sangat bersih , ukurannya juga pas , ada free snack , wifi kencang , ac dingin . cuma pas awal masu .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> ukurannya ; <extra_id_2> free snack ; <extra_id_3> wifi ; <extra_id_4> ac,a
puas sama pelayanannya . ditambahkan lagi shower panasnya iya .| opini : <extra_id_0>,<extra_id_0> puas,o
"baik , pelayanan baik tetapi sayang tidak ada bantal dan makanan seperti yang tercantum di airy rooms .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> bantal <extra_id_3> negative ; <extra_id_4> makanan <extra_id_5> negative ; <extra_id_6> NULL <extra_id_7> positive,as
"kamar bersih , layanan memuaskan tetapi ketika wifi error , semoga cepat diperbaiki .| opini : <extra_id_0>",<extra_id_0> bersih ; <extra_id_1> memuaskan ; <extra_id_2> error,o
"pelayanan ramah , alat komunikasi dan barang elektronik fungsi , kamar mandi dilengkapi water heater yang berfungsi dengan baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> water heater <extra_id_4> berfungsi dengan <extra_id_5> positive ; <extra_id_6> water heater <extra_id_7> baik <extra_id_8> positive,aos
"kamar bersih hotel berada disamping gran mall batangase yang megah dan mewah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar <extra_id_1> bersih,ao
"lumayan buat backpakeran seperti kita , harga terjangkau dan dekat dari pusatpusat perbelanjaan .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> harga <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
kamarnya terlalu keciil . sampai tidak ada space untuk solat di kamar .| aspek : <extra_id_0>,<extra_id_0> kamarnya,a
"sarapan enak .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> sarapan <extra_id_1> positive,as
"kami puas dengan kamar dan pelayanan x , kalau ada kesempatan berlibur lagi kami pasti akan menginap di sini lagi .| aspek : <extra_id_0>",<extra_id_0> kamar ; <extra_id_1> pelayanan,a
"strategis , pelayanan baik .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> baik <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> strategis <extra_id_5> positive,aos
"sering padam nyala listriknya .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> listriknya <extra_id_1> sering padam nyala,ao
"overall baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> overall <extra_id_1> baik,ao
nyaman banget pokoknya top banget airy room .| aspek : <extra_id_0>,<extra_id_0> airy room ; <extra_id_1> NULL,a
"enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> perlengkapan mandi <extra_id_1> tidak dapat ; <extra_id_2> keseluruhan <extra_id_3> oke banget ; <extra_id_4> NULL <extra_id_5> enak ; <extra_id_6> NULL <extra_id_7> nyaman ; <extra_id_8> NULL <extra_id_9> murah ; <extra_id_10> NULL <extra_id_11> berkualitas,ao
"jorok ! selimut , seprai bau kamar sembab .| aspek : <extra_id_0>",<extra_id_0> selimut ; <extra_id_1> seprai ; <extra_id_2> kamar ; <extra_id_3> NULL,a
"lumayan buat istirahat .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> lumayan <extra_id_2> positive,aos
seperti ulasan sebelumnya . pelayanan yang memuaakan . di tambah lagi tidak perlu repot check in atau check out karena sudah terdata . terimakasih airy .| aspek : <extra_id_0>,<extra_id_0> pelayanan,a
"kamarnya bagus banget , bersih . tetapi kalau di kamar mandi atau di kamar ditambahin cermin akan lebih bagus lagi .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamarnya <extra_id_1> bagus banget <extra_id_2> positive ; <extra_id_3> kamarnya <extra_id_4> bersih <extra_id_5> positive,aos
"tidak sesuai alamat di traveloka . di map traveloka , foto depan tampak di depan jalan raya . ternyata dia bekerja sama dengan ayu beach in . dan letaknya didalem . tidak bisa buat parkir mobil . akhirnya saya tinggal pergi tanpa saya tempati . kecewa banget .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> NULL <extra_id_1> kecewa banget,ao
"pelayanan baik , sayang tidak bisa sinyal hp .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> baik,ao
"lokasi cukup strategis meskipun di jalan satu mobil . seprai set lebih ditingkatkan kebersihannya . kamar dan kamar mandi akan terasa lebih segar apabila diberi pengharum ruangan . snack ada 3 macam cukup mengenyangkan untuk sarapan . air minum mineral botol sebaiknya yang 600ml , jangan 330ml karena terlalu sedikit ( dari sisi harga juga tidak beda banyak ) .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> lokasi <extra_id_1> positive ; <extra_id_2> kebersihannya <extra_id_3> negative,as
"nyaman tetapi beberapa fasilitas perlu di update . terutama handuk mohon di ganti karena warnanya trlihat kotor dan ada lubang . perlu di tambahkan pengharum ruangan agar lebih memorable .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> fasilitas <extra_id_1> perlu di update <extra_id_2> negative ; <extra_id_3> handuk <extra_id_4> mohon di ganti <extra_id_5> negative ; <extra_id_6> handuk <extra_id_7> kotor <extra_id_8> negative ; <extra_id_9> NULL <extra_id_10> nyaman <extra_id_11> positive,aos
"tetapi sayangnya di kamar yang saya tempati tidak terdapat lampu tidur .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> lampu tidur <extra_id_1> tidak terdapat <extra_id_2> negative,aos
"harga murah banget . tempat nyaman , tenang , bersih pas banget buat backpacker .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> harga <extra_id_1> murah banget <extra_id_2> positive ; <extra_id_3> tempat <extra_id_4> nyaman <extra_id_5> positive ; <extra_id_6> tempat <extra_id_7> tenang <extra_id_8> positive ; <extra_id_9> tempat <extra_id_10> bersih <extra_id_11> positive,aos
"tempatnya nyaman , bersih , dekat kemanakemana . kurang nya cuma 1 . belum tersedia sarapan . kalau ditambah pelayanan sarapan ini . tambah buat nyaman : ) .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tempatnya <extra_id_1> nyaman <extra_id_2> positive ; <extra_id_3> tempatnya <extra_id_4> bersih <extra_id_5> positive ; <extra_id_6> sarapan <extra_id_7> belum tersedia <extra_id_8> negative,aos
"fasilitaa lengkap , nyaman , dan petugasnya juga ramahramah . next tidak ush caricari lagi deh , disini saja sudah sangat memuaskan . happy deh pokoknya , pemandangan fotonya juga bagusbagus .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> fasilitaa <extra_id_1> positive ; <extra_id_2> petugasnya <extra_id_3> positive ; <extra_id_4> pemandangan fotonya <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> positive,as
"terlalu seram dan resepsionis tidak tanggap , ditelepon tidak pernah diangkat .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> resepsionis <extra_id_1> tidak tanggap <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> terlalu seram <extra_id_5> negative,aos
"ac dingin . air panas oke . tv bruwet .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> ac <extra_id_1> positive ; <extra_id_2> air panas <extra_id_3> positive ; <extra_id_4> tv <extra_id_5> negative,as
kondisi kamar dan keseluruhan sangat baik dan aesthetic . cuma perlu diperhatikan lagi di kunci pintu balcon itu tidak berfungsi .| aspek : <extra_id_0>,<extra_id_0> kamar ; <extra_id_1> keseluruhan ; <extra_id_2> pintu balcon,a
"tempatnya nyaman , bersih , tempo dulu banget .| aspek : <extra_id_0>",<extra_id_0> tempatnya,a
"menu breakfastnya tidak banyak , tetapi enak .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> menu breakfastnya <extra_id_1> tidak banyak ; <extra_id_2> menu breakfastnya <extra_id_3> enak,ao
"dari segi fasilitas nya sekarang kurang dari kamar mandi nya showernya tidak ada pengikatnya . dari pelayanannya sedikit lebih di tingkatkan lagi .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> fasilitas nya <extra_id_1> negative ; <extra_id_2> showernya <extra_id_3> negative ; <extra_id_4> pelayanannya <extra_id_5> negative,as
"bagus . pelayanannya baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanannya <extra_id_1> baik ; <extra_id_2> NULL <extra_id_3> bagus,ao
bagus murah dan dekat tempat belanja pusat kota juga .| opini : <extra_id_0>,<extra_id_0> bagus murah,o
"ada air hangatnya , ac lumayan dingin .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> air hangatnya <extra_id_1> ada <extra_id_2> positive ; <extra_id_3> ac <extra_id_4> lumayan dingin <extra_id_5> positive,aos
tempat yang nyaman dan strategis pelayanan ramah kamar bersih ac dingin someday ke sukabumi wajib inap di sini .| opini : <extra_id_0>,<extra_id_0> nyaman ; <extra_id_1> strategis ; <extra_id_2> ramah ; <extra_id_3> bersih ; <extra_id_4> dingin,o
"kurang bersih , banyak serangga .| aspek : <extra_id_0>",<extra_id_0> NULL,a
"staf nya ramahramah . kamar bagus nyaman , bersih , dan kamar mandinya bersih juga .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> staf nya <extra_id_1> ramahramah ; <extra_id_2> kamar <extra_id_3> bagus ; <extra_id_4> kamar <extra_id_5> nyaman ; <extra_id_6> kamar <extra_id_7> bersih ; <extra_id_8> kamar mandinya <extra_id_9> bersih,ao
oke hanya ac kurang dingin .| aspek : <extra_id_0>,<extra_id_0> ac ; <extra_id_1> NULL,a
"menu breakfast kurang bagus .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> menu breakfast <extra_id_1> kurang bagus,ao
lokasinya nyaman dan tenang .| opini : <extra_id_0>,<extra_id_0> nyaman ; <extra_id_1> tenang,o
"air nya agak bau , jadi harus dinyalakan agak lama biar baunya hilang overall lainnya tidak ada masalah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> air nya <extra_id_1> agak bau ; <extra_id_2> overall lainnya <extra_id_3> tidak ada masalah,ao
kamar mandi kurang bersih .| aspek : <extra_id_0>,<extra_id_0> kamar mandi,a
"kamar mandi perlu ditingkatkan lagi , showernya kurang nyala .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> negative ; <extra_id_2> showernya <extra_id_3> negative,as
"secara keseluruhan semuanya sudah baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> secara keseluruhan semuanya <extra_id_1> baik,ao
"pelayanan ramah , kamar nyaman dan bersih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> nyaman <extra_id_5> positive ; <extra_id_6> kamar <extra_id_7> bersih <extra_id_8> positive,aos
"keran kamar mandi rusak sudah lapor . tidak ada perbaikan .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> keran kamar mandi <extra_id_1> rusak <extra_id_2> negative,aos
bersih . luas .| opini : <extra_id_0>,<extra_id_0> bersih ; <extra_id_1> luas,o
"hotel sudah tua , jadi karpet terkesan bau apek , tetapi kelengkapan kamar baik , walaupun kami dapat kamar standar bukan kamar airy room , menu sarapan sangat baik .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> hotel <extra_id_1> tua ; <extra_id_2> karpet <extra_id_3> bau apek ; <extra_id_4> kelengkapan kamar <extra_id_5> baik ; <extra_id_6> menu sarapan <extra_id_7> sangat baik,ao
"ada air hangatnya , ac lumayan dingin .| opini : <extra_id_0>",<extra_id_0> ada ; <extra_id_1> lumayan dingin,o
"pelayanan sangat baik . kebersihan terjaga .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> positive ; <extra_id_2> kebersihan <extra_id_3> positive,as
deposit terlalu besar dan kamar bau .| aspek : <extra_id_0>,<extra_id_0> deposit ; <extra_id_1> kamar,a
"tv rusak , internit ada yang berlubang , dan bau apek .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> tv <extra_id_1> rusak <extra_id_2> negative ; <extra_id_3> internit <extra_id_4> berlubang <extra_id_5> negative ; <extra_id_6> NULL <extra_id_7> bau apek <extra_id_8> negative,aos
"kasur rusak , seprai kotor .| aspek : <extra_id_0>",<extra_id_0> kasur ; <extra_id_1> seprai,a
"walaupun harganya murah , tetapi kelasx bukan murahan . sangat recommended buat ini hotel .| opini : <extra_id_0>",<extra_id_0> murah ; <extra_id_1> bukan murahan ; <extra_id_2> sangat recommended,o
"mantap , pelayanan ramah , kamar bersih .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> bersih <extra_id_5> positive ; <extra_id_6> NULL <extra_id_7> mantap <extra_id_8> positive,aos
"loksinya sangat menarik , yang pingin ngerasain lokasi di pinggiran kota dan pinggiran sawah di sini bisa jadi rekomendasi .| opini : <extra_id_0>",<extra_id_0> sangat menarik,o
"penginapan sekaligus kostkostan , lumayan kalau hanya untuk beristirahat . kamar luas .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> NULL <extra_id_3> positive,as
"kurang cocok untuk keluarga , lantai bawah dekat dengan toilet , sehingga kurang nyaman .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> NULL <extra_id_1> kurang cocok <extra_id_2> negative ; <extra_id_3> NULL <extra_id_4> kurang nyaman <extra_id_5> negative,aos
"kamar bersih , nyaman sekali , csnya ramah mantaplah , dan daerahnya tenang .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> kamar <extra_id_1> positive ; <extra_id_2> csnya <extra_id_3> positive ; <extra_id_4> NULL <extra_id_5> positive,as
"sangat baik , pelayanan ramah .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> pelayanan <extra_id_1> ramah <extra_id_2> positive ; <extra_id_3> NULL <extra_id_4> sangat baik <extra_id_5> positive,aos
"wifi kencang dan nyaman kamarnya . recommended !| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> wifi <extra_id_1> kencang ; <extra_id_2> kamarnya <extra_id_3> nyaman ; <extra_id_4> NULL <extra_id_5> recommended,ao
"ada harga ada kualitas , airy oke lah pokoknya .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",NULL,as
"dinding penuh dengan nyamuk mati . dalam semalam bisa membuh 20 nyamuk . kamar mandi juga kotor .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> kamar mandi <extra_id_1> kotor,ao
"kamar bersih dan rapi , selimutnya tebal dan free snacknya mantap .| aspek : <extra_id_0> ,opini : <extra_id_1> ,sentimen : <extra_id_2>",<extra_id_0> kamar <extra_id_1> bersih <extra_id_2> positive ; <extra_id_3> kamar <extra_id_4> rapi <extra_id_5> positive ; <extra_id_6> selimutnya <extra_id_7> tebal <extra_id_8> positive ; <extra_id_9> free snacknya <extra_id_10> mantap <extra_id_11> positive,aos
"pintu kamar mandi tidak bisa ditutup karena rusak , kamar keadaan kotor seperti belum disapu , seprai juga tidak bersih . ac juga tidak dingin . resepsionis yang cewek kurang ramah .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pintu kamar mandi <extra_id_1> tidak bisa ditutup ; <extra_id_2> kamar <extra_id_3> kotor ; <extra_id_4> seprai <extra_id_5> tidak bersih ; <extra_id_6> ac <extra_id_7> tidak dingin ; <extra_id_8> resepsionis <extra_id_9> kurang ramah,ao
"toiletnya kotor , bantalnya bau , tetapi fasilitas yang lain oke .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> toiletnya <extra_id_1> kotor ; <extra_id_2> bantalnya <extra_id_3> bau ; <extra_id_4> fasilitas yang lain <extra_id_5> oke,ao
"pelayanan baik dan nyaman , lokasi strategis .| aspek : <extra_id_0> ,opini : <extra_id_1>",<extra_id_0> pelayanan <extra_id_1> baik ; <extra_id_2> pelayanan <extra_id_3> nyaman ; <extra_id_4> lokasi <extra_id_5> strategis,ao
"pelayanan ramah , alat komunikasi dan barang elektronik fungsi , kamar mandi dilengkapi water heater yang berfungsi dengan baik .| aspek : <extra_id_0>",<extra_id_0> pelayanan ; <extra_id_1> water heater,a
"bersih rapi lokasi kemana mana dekat .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> NULL <extra_id_1> positive,as
"penginapan ini cukup representatif dan sayangnya air panasnya tidak maksimal .| aspek : <extra_id_0> ,sentimen : <extra_id_1>",<extra_id_0> penginapan <extra_id_1> positive ; <extra_id_2> air panasnya <extra_id_3> negative,as
